latitude;longitude;altitude;geometry;categoria;localidad;direccion;cod_locali;grupo_sac;sac;codigo_sac;gestor;cord_x;cord_y
457.243.062.300.006;-74.095.328.019;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;KR 8 39F SUR 24;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;980.257.560.462;973.674.527.754
454.007.029.100.006;-74.112.452.887;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;DG 54 SUR 3F 53;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;96.124.860.319;937.874.614.522
454.861.218.800.005;-74.112.791.321;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;KR 5 C ESTE 49 F SUR;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;960.872.442.431;947.324.110.752
456.663.557.400.003;-74.113.909.304;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;CL 43 SUR 11G 16;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;959.630.403.505;967.262.517.695
455.039.972.200.007;-74.102.252.715;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;AV GUACAMAYAS 1F SUR;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;972.571.818.411;949.302.212.442
455.889.898.300.006;-741.144.255.469.999;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;DG 48I BIS SUR 5Q 36;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;959.057.689.717;958.703.847.182
455.267.956.300.003;-74.115.303.495;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;CL 49B SUR 4 0;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;958.083.343.314;951.823.539.303
456.965.400.500.008;-74.115.051.847;;Point;Zonas con riesgo de incendio forestal;RAFAEL URIBE URIBE;KR 14 38 SUR 56;18;Gestión de riesgos;Incendios;GI001;DEISY SUAREZ;958.361.887.795;970.601.616.945
456.220.479.800.004;-74.111.175.551;;Point;Zonas con riesgo de incendio forestal;RAFAEL URIBE URIBE;DG 45 SUR 5J 36;18;Gestión de riesgos;Incendios;GI001;DEISY SUAREZ;962.665.461.142;962.361.091.086
456.624.410.700.005;-7.410.550.166;;Point;Zonas con riesgo de incendio forestal;RAFAEL URIBE URIBE;CL 36B SUR 10D 21;18;Gestión de riesgos;Incendios;GI001;DEISY SUAREZ;968.963.992.139;96.682.993.347
456.010.476.800.003;-741.023.543.539.999;;Point;Zonas con riesgo de incendio forestal;RAFAEL URIBE URIBE;CL 39F SUR 3C;18;Gestión de riesgos;Incendios;GI001;DEISY SUAREZ;972.458.325.984;960.038.463.744
454.676.751.800.002;-741.075.877.169.999;;Point;Emposamiento y encharcamiento;RAFAEL URIBE URIBE;CL 48Y SUR 2A ESTE 16;18;Gestión de riesgos;Inundaciones;GIN004;DEISY SUAREZ;966.649.365.364;945.283.726.845
455.555.597.900.008;-74.120.337.089;;Point;Emposamiento y encharcamiento;RAFAEL URIBE URIBE;CL 50A SUR 5T 0;18;Gestión de riesgos;Inundaciones;GIN004;DEISY SUAREZ;95.249.518.365;955.005.366.139
458.866.699.500.004;-7.411.181.632;;Point;Emposamiento y encharcamiento;RAFAEL URIBE URIBE;KR 27 26C SUR 50;18;Gestión de riesgos;Inundaciones;GIN004;DEISY SUAREZ;961.952.703.757;991.635.014.411
4.539.952;-74.106.023;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;CRA 4 E 49C-52 S, DG 49C S 3A-43 E;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;968.386.872.789;937.744.122.983
4.570.041;-74.115.591;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;Entre la Calle 40 i sur -Carrere 13 c y la Calle 41 sur;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;957.763.342.757;971.029.706.321
456.227.777.800.007;-74.118.972.222;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;CARRERA 12 BIS CON CALLE 49 A  SUR;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;954.010.099.507;962.441.447.068
4.572.276;-74.117.642;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;Cr 13C # 40G 24 S;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;955.486.380.743;973.502.092.531
4.559.784;-74.123.163;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;Calle 51 Sur #11-36;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;949.357.860.215;959.682.527.644
4.566.111;-74.122.306;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;Transv 13g bis #49B - 27;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;950.309.013.143;966.681.836.044
4.545.528;-7.410.525;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;Calle 48R Sur # 1A -11 Este;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;96.924.468.118;943.912.648.347
454.255.555.600.003;-74.103.972.222;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;CLL 48X BIS S  2 - 40 E;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;970.663.413.818;940.624.449.588
453.755.555.600.003;-7.410.025;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;CL 48X BIS SUR 4A ESTE;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;974.796.050.361;935.093.429.665
454.221;-7.410.752;;Point;Zonas con riesgo de remoción en masa, flujos y receptaciones;RAFAEL URIBE URIBE;DG 49 B BIS A SUR # 1B 35 ESTE ;;;;;;;
;18;Gestión de riesgos;Movimiento en masa;GM002;DEISY SUAREZ;966.724.814.423;940.241.954.731;;;;;;
